Locus_tag	Product	Start	End	Length
CJCOGG_05169	serine protease autotransporter toxin SigA	74078	77935	3857
CJCOGG_05170	hypothetical protein	77982	78563	581
CJCOGG_05171	IS66 family ISEc43 transposase	78755	80158	1403
CJCOGG_05172	transposase	80257	80664	407
CJCOGG_05173	ISL3 family ISEc38 transposase	80730	81233	503
CJCOGG_05174	IS66 family transposase	81320	82234	914
CJCOGG_05175	Truncated TraD	82310	82447	137
CJCOGG_05176	IS66-like element accessory protein TnpA	82462	82887	425
CJCOGG_05177	IS66 family insertion sequence element accessory protein TnpB	82884	83135	251
CJCOGG_05178	IS3 family IS3411 transposase ORF A	83161	83487	326
CJCOGG_05179	Mobile element protein	83487	83966	479
CJCOGG_05180	group II intron reverse transcriptase/maturase	84558	86081	1523
CJCOGG_05181	IS629 ORF2	86273	86644	371
CJCOGG_05182	ferric aerobactin receptor IutA	87046	89244	2198
CJCOGG_05183	NADPH-dependent L-lysine N(6)-monooxygenase IucD	89247	90584	1337
CJCOGG_05184	NIS family aerobactin synthetase IucC	90581	92323	1742
CJCOGG_05185	N(6)-hydroxylysine O-acetyltransferase IucB	92323	93270	947
CJCOGG_05186	aerobactin synthase IucA	93271	94995	1724
CJCOGG_05187	ShiF protein	95131	96324	1193
CJCOGG_05188	Transposase of ISEc13	96274	97200	926
CJCOGG_05189	Acetyltransferase	97537	97704	167
CJCOGG_05190	IS110 family ISEc45 transposase	97940	99082	1142
CJCOGG_05191	IS3 family IS629 transposase ORF B	99122	100009	887
CJCOGG_05192	IS3 family IS3411 transposase ORF A	100009	100335	326
CJCOGG_05193	Transposase	100564	101016	452
CJCOGG_05194	hypothetical protein	101057	101296	239
CJCOGG_05195	hypothetical protein	169	303	134
CJCOGG_05196	Shufflon-specific DNA recombinase	2094	3248	1154
CJCOGG_05197	Conjugal transfer protein TraE	3399	4223	824
CJCOGG_05198	Conjugal transfer protein TraF	4309	5511	1202
CJCOGG_05199	Lipopolysaccharide core heptose(II)-phosphate phosphatase	5571	6155	584
CJCOGG_05200	IncI1-type conjugal transfer lipoprotein TraH	6550	7008	458
CJCOGG_05201	IncI1-type conjugal transfer lipoprotein TraI	7005	7823	818
CJCOGG_05202	plasmid transfer ATPase TraJ	7820	8968	1148
CJCOGG_05203	Conjugal transfer protein	8965	9255	290
CJCOGG_05204	phospholipase D	9270	9821	551
CJCOGG_05205	DNA primase	9911	13675	3764
CJCOGG_05206	Conjugal transfer protein	13693	14040	347
CJCOGG_05207	Conjugal transfer protein	14037	14729	692
CJCOGG_05208	IncI1-type conjugal transfer protein TraN	14740	15723	983
CJCOGG_05209	conjugal transfer protein TraO	15726	17015	1289
CJCOGG_05210	IncI1-type conjugal transfer protein TraP	17015	17719	704
CJCOGG_05211	conjugal transfer protein TraQ	17719	18246	527
CJCOGG_05212	IncI1-type conjugal transfer protein TraR	18297	18701	404
CJCOGG_05213	putative conjugal transfer protein TraS	18765	18953	188
CJCOGG_05214	IncI1-type conjugal transfer protein TraT	18937	19737	800
CJCOGG_05215	IncI1-type conjugal transfer protein TraU	19827	22871	3044
CJCOGG_05216	IncI1-type conjugal transfer protein TraV	22871	23485	614
CJCOGG_05217	IncI1-type conjugal transfer protein TraW	23452	24654	1202
CJCOGG_05218	IncI1-type conjugal transfer protein TraX	24683	25267	584
CJCOGG_05219	IncI1-type conjugal transfer membrane protein TraY	25364	27532	2168
CJCOGG_05220	plasmid IncI1-type surface exclusion protein ExcA	27608	28222	614
CJCOGG_05221	Hemolysin activation protein	28320	28529	209
CJCOGG_05222	hypothetical protein	28712	28888	176
CJCOGG_05223	DinQ-like type I toxin DqlB	28953	29249	296
CJCOGG_05225	PndA	29549	29800	251
CJCOGG_05226	Protein PndA	29872	30027	155
CJCOGG_05228	FinQ	30345	31430	1085
CJCOGG_05230	IncI1-type conjugal transfer protein TrbA	31737	32945	1208
CJCOGG_05231	IncI1-type conjugal transfer protein TrbB	32964	34034	1070
CJCOGG_05232	F-type conjugative transfer protein TrbC	34027	36318	2291
CJCOGG_05233	IncI1-type relaxase NikB	36355	39054	2699
CJCOGG_05234	IncI1-type relaxosome accessory protein NikA	39065	39397	332
CJCOGG_05235	Molybdopterin-guanine dinucleotide biosynthesis protein MobC	39631	39966	335
CJCOGG_05236	DUF4942 domain-containing protein	40053	40901	848
CJCOGG_05237	HTH cro/C1-type domain-containing protein	41481	41732	251
CJCOGG_05238	Transposase	41763	41969	206
CJCOGG_05239	Transposase (putative) YhgA-like domain-containing protein	42031	42945	914
CJCOGG_05240	Cobalamin biosynthesis protein CbiX	42942	43331	389
CJCOGG_05241	YdfB	43508	43774	266
CJCOGG_05242	Post-segregation killing protein PndC	43868	44302	434
CJCOGG_05243	DUF1472 domain-containing protein	45037	45537	500
CJCOGG_05244	DUF1472 domain-containing protein	45555	45593	38
CJCOGG_05245	YgaA	45999	46595	596
CJCOGG_05246	Plasmid SOS inhibition protein A	46592	47311	719
CJCOGG_05247	conjugation system SOS inhibitor PsiB	47308	47745	437
CJCOGG_05248	Uncharacterized protein YubM	47797	49755	1958
CJCOGG_05249	UPF0401 protein YubL	49814	50047	233
CJCOGG_05250	Single-stranded DNA-binding protein	50105	50632	527
CJCOGG_05251	AreA	51401	51592	191
CJCOGG_05252	Collagenase/protease	51589	52011	422
CJCOGG_05253	KlcA%2C antirestriction protein	52058	52483	425
CJCOGG_05254	Uncharacterized protein YubG	52897	53673	776
CJCOGG_05255	Uncharacterized protein YubF	53719	54153	434
CJCOGG_05256	Cytoplasmic protein	54167	54388	221
CJCOGG_05257	Methyltransferase	54389	55072	683
CJCOGG_05258	YubB ferredoxin-like domain-containing protein	55457	56383	926
CJCOGG_05259	Protein ImpC	56778	57026	248
CJCOGG_05260	Protein ImpA	57023	57460	437
CJCOGG_05261	Protein ImpB	57460	58731	1271
CJCOGG_05262	ParA family plasmid-partitioning AAA ATPase	58935	59561	626
CJCOGG_05263	Par-like protein	59558	59860	302
CJCOGG_05264	broad-spectrum class A beta-lactamase TEM-1	60129	60989	860
CJCOGG_05265	Transposon Tn1331 resolvase	61172	61729	557
CJCOGG_05266	Tn3 family transposase	61893	62111	218
CJCOGG_05267	IS1380 family ISEc9 transposase	62293	63555	1262
CJCOGG_05268	MobQ family relaxase	63536	63658	122
CJCOGG_05269	extended-spectrum class A beta-lactamase CTX-M-15	63811	64686	875
CJCOGG_05270	Tryptophan synthase beta chain like	64733	65005	272
CJCOGG_05271	Tn3 family transposase	65325	67874	2549
CJCOGG_05272	YagA	68362	69708	1346
CJCOGG_05273	ProQ/FinO domain-containing protein	70061	70663	602
CJCOGG_05274	YafA	70719	71228	509
CJCOGG_05275	plasmid replication initiator RepA	72298	73374	1076
CJCOGG_05276	Initiation protein regulator of RepZ	73317	73406	89
CJCOGG_05278	IncI1 plasmid conjugative transfer protein TraA	74483	74770	287
CJCOGG_05279	NusG-like N-terminal domain-containing protein	75212	75745	533
CJCOGG_05280	Conjugal transfer protein TraC	75999	76682	683
CJCOGG_05281	Conjugative transfer protein PilI	76854	77108	254
CJCOGG_05282	PilK	77233	77826	593
CJCOGG_05283	type IV pilus biogenesis lipoprotein PilL	78155	79222	1067
CJCOGG_05284	PilM	79222	79659	437
CJCOGG_05285	PilN family type IVB pilus formation outer membrane protein	79673	81355	1682
CJCOGG_05286	Type 4b pilus protein PilO2	81348	82643	1295
CJCOGG_05287	PilP	82630	83082	452
CJCOGG_05288	ATP-binding protein	83093	84646	1553
CJCOGG_05289	PilR	84659	85744	1085
CJCOGG_05290	PilS	85761	86375	614
CJCOGG_05291	Lytic transglycosylase	86385	86945	560
CJCOGG_05292	IncI1 conjugal transfer prepilin peptidase PilU	86930	87586	656
CJCOGG_05293	Shufflon protein A	87586	88956	1370
CJCOGG_05294	RepFIB replication protein A	1145	2122	977
CJCOGG_05295	hypothetical protein	2198	2317	119
CJCOGG_05296	putative site-specific recombinase	2401	3141	740
CJCOGG_05297	Toxin	3510	3596	86
CJCOGG_05298	hypothetical protein	3660	3917	257
CJCOGG_05299	Antitoxin ParD	3873	4055	182
CJCOGG_05300	IPF_101	4124	4399	275
CJCOGG_05301	Ribbon-helix-helix protein CopG domain-containing protein	4399	4677	278
CJCOGG_05302	incFII family plasmid replication initiator RepA	5591	6271	680
CJCOGG_05303	Positive regulator of RepFIC repA1 expression	6412	6486	74
CJCOGG_05305	Replication regulatory protein repA2	6724	6978	254
CJCOGG_05306	IS5 family ISKpn26 transposase	7259	8239	980
CJCOGG_05308	IS66-like element accessory protein TnpA	8997	9644	647
CJCOGG_05309	IS66 family insertion sequence element accessory protein TnpB	9644	9991	347
CJCOGG_05310	IS66 family ISCro1 transposase	10011	11582	1571
CJCOGG_05311	transposase domain-containing protein	11636	11911	275
CJCOGG_05312	IS66 family insertion sequence element accessory protein TnpB	11895	12191	296
CJCOGG_05313	Transposase	12188	12622	434
CJCOGG_05314	Fertility inhibition protein	12851	13411	560
CJCOGG_05315	conjugal transfer pilus acetylase TraX	13466	14212	746
CJCOGG_05316	conjugative transfer relaxase/helicase TraI	14445	18140	3695
CJCOGG_05318	Conjugal transfer nickase/helicase TraI	18163	18837	674
CJCOGG_05319	IS1 family IS1A transposase ORF A	18959	19234	275
CJCOGG_05320	IS1 family transposase	19379	19645	266
CJCOGG_05321	TraJ	19639	20109	470
CJCOGG_05323	conjugal transfer relaxosome DNA-binding protein TraM	20303	20686	383
CJCOGG_05324	X polypeptide	20972	21619	647
CJCOGG_05325	UPF0380 protein YubP	21937	22737	800
CJCOGG_05326	Putative recombinase	23532	23789	257
CJCOGG_05327	serine protease autotransporter toxin SepA	24311	28405	4094
CJCOGG_05328	IS66 family transposase	28700	28885	185
CJCOGG_05329	Transposase	28999	29433	434
CJCOGG_05330	IS66 family insertion sequence element accessory protein TnpB	29430	29780	350
CJCOGG_05331	IS66 family transposase	29811	31379	1568
CJCOGG_05332	IS110 family ISEc45 transposase	31489	32622	1133
CJCOGG_05333	dispersin export-associated protein AatD	33597	34808	1211
CJCOGG_05334	dispersin export ABC transporter ATP-binding protein AatC	34825	35454	629
CJCOGG_05335	AatB	35447	36085	638
CJCOGG_05336	dispersin export ABC transporter outer membrane protein AatA	36165	37403	1238
CJCOGG_05337	dispersin export ABC transporter permease subunit AatP	37400	38545	1145
CJCOGG_05338	Transposase	39301	39537	236
CJCOGG_05339	Serine protease	39509	40684	1175
CJCOGG_05340	S6 family peptidase	40656	41303	647
CJCOGG_05341	IS630 family transposase	41695	42099	404
CJCOGG_05342	AggR-activated transcriptional regulator Aar	42825	43025	200
CJCOGG_05343	IS5 family ISKpn26 transposase	43618	44598	980
CJCOGG_05344	dispersin Aap	44955	45305	350
CJCOGG_05345	IS629 ORF2	45509	45880	371
CJCOGG_05346	group II intron reverse transcriptase/maturase	46072	47418	1346
CJCOGG_05347	IS4 family IS421 transposase	47511	48623	1112
CJCOGG_05348	IS4 family IS186B transposase	48646	48786	140
CJCOGG_05349	Mobile element protein	49537	50016	479
CJCOGG_05350	IS3 family IS3411 transposase ORF A	50016	50342	326
CJCOGG_05351	aggregative adherence transcriptional regulator AggR	51076	51873	797
CJCOGG_05352	Transposase ORF A%2C IS1	51974	52378	404
CJCOGG_05353	IS110 family transposase	52621	53445	824
CJCOGG_05354	Transposase	53472	53624	152
CJCOGG_05355	Phage protein	54947	55099	152
CJCOGG_05356	Prophage protein	55081	55203	122
CJCOGG_05357	isopentenyl-diphosphate Delta-isomerase	55602	56141	539
CJCOGG_05358	Class 1 isoprenoid biosynthesis enzyme	56145	57173	1028
CJCOGG_05359	ISRSO11-transposase orfA protein	57609	58109	500
CJCOGG_05360	IS3 family transposase	58565	58789	224
CJCOGG_05361	ISEhe3 orfB	58834	59091	257
CJCOGG_05362	IS66 family transposase	59125	60663	1538
CJCOGG_05363	IS66 family insertion sequence element accessory protein TnpB	60713	61060	347
CJCOGG_05364	IS66-like element accessory protein TnpA	61057	61437	380
CJCOGG_05365	Putative transposase	61774	62094	320
CJCOGG_05366	aggregative adherence fimbria I major subunit AggA	62231	62734	503
CJCOGG_05367	aggregative adherence fimbria I minor subunit AggB	62976	63272	296
CJCOGG_05368	aggregative adherence fimbria I usher protein AggC	63286	65670	2384
CJCOGG_05369	aggregative adherence fimbria I chaperone AggD	65828	66424	596
CJCOGG_05370	hypothetical protein	67255	67434	179
CJCOGG_05371	Resolvase	67441	68052	611
CJCOGG_05372	Protein ImpA	68139	68516	377
CJCOGG_05373	translesion error-prone DNA polymerase V subunit UmuC	68516	69415	899
CJCOGG_05374	DNA polymerase Y-family little finger domain-containing protein	69370	69711	341
CJCOGG_05375	ParB	69791	70207	416
CJCOGG_05376	ParA	70200	71180	980
CJCOGG_05377	Molecular chaperone GroEL	71594	71902	308
CJCOGG_05378	Plasmid partitioning and stability protein	71989	72633	644
CJCOGG_05379	Resolvase	72812	73618	806
CJCOGG_05380	type II toxin-antitoxin system toxin CcdB	73619	73924	305
CJCOGG_05381	type II toxin-antitoxin system antitoxin CcdA	73926	74144	218
CJCOGG_05382	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	74739	74969	230
CJCOGG_05383	tRNA(fMet)-specific endonuclease VapC	74966	75394	428
CJCOGG_05384	glutathione S-transferase	200	808	608
CJCOGG_05385	L-seryl-tRNA(Sec) selenium transferase	906	2297	1391
CJCOGG_05386	selenocysteine-specific translation elongation factor	2294	4138	1844
CJCOGG_05387	L-threonine dehydrogenase	4328	5479	1151
CJCOGG_05388	aldehyde dehydrogenase AldB	5644	7182	1538
CJCOGG_05389	Inner membrane protein YiaW	7727	8050	323
CJCOGG_05390	Inner membrane protein YiaV	8056	9192	1136
CJCOGG_05391	Uncharacterized HTH-type transcriptional regulator YiaU	9189	10163	974
CJCOGG_05392	Putative outer membrane protein YiaT	10287	11027	740
CJCOGG_05393	L-ribulose-5-phosphate 4-epimerase	11374	12069	695
CJCOGG_05394	L-ribulose-5-phosphate 3-epimerase	12063	12923	860
CJCOGG_05395	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	12916	13578	662
CJCOGG_05396	L-xylulokinase	13575	15071	1496
CJCOGG_05397	2%2C3-diketo-L-gulonate transporter substrate-binding protein YiaO	15075	16061	986
CJCOGG_05398	2%2C3-diketo-L-gulonate TRAP transporter large permease YiaN	16074	17351	1277
CJCOGG_05399	2%2C3-diketo-L-gulonate TRAP transporter small permease YiaM	17354	17827	473
CJCOGG_05400	Protein YiaL	17945	18412	467
CJCOGG_05401	3-dehydro-L-gulonate 2-dehydrogenase	18424	19422	998
CJCOGG_05402	IclR family transcriptional regulator YiaJ	19623	20471	848
CJCOGG_05403	Putative electron transport protein YsaA	20573	21046	473
CJCOGG_05405	valine--pyruvate transaminase	21198	22451	1253
CJCOGG_05406	alpha-amylase	22629	23723	1094
CJCOGG_05407	Alpha-amylase	23723	24658	935
CJCOGG_05408	Putative translational regulatory protein BaxL	24952	24978	26
CJCOGG_05409	protein bax	24978	25802	824
CJCOGG_05410	DNA-binding transcriptional regulator XylR	25998	27176	1178
CJCOGG_05411	xylose ABC transporter permease XylH	27254	28435	1181
CJCOGG_05412	D-xylose ABC transporter ATP-binding protein	28413	29954	1541
CJCOGG_05413	D-xylose ABC transporter substrate-binding protein	30032	31024	992
CJCOGG_05414	xylose isomerase	31390	32712	1322
CJCOGG_05415	xylulokinase	32784	34238	1454
CJCOGG_05416	inner membrane protein YiaB	34407	34748	341
CJCOGG_05417	inner membrane protein YiaA	34794	35231	437
CJCOGG_05418	O-acetyltransferase WecH	35273	36268	995
CJCOGG_05419	Uncharacterized lipoprotein YsaB	36443	36742	299
CJCOGG_05420	glycine--tRNA ligase subunit alpha	36837	37748	911
CJCOGG_05421	Glycine--tRNA ligase beta subunit	37758	39827	2069
CJCOGG_05423	type I toxin-antitoxin system toxin HokA	40093	40305	212
CJCOGG_05424	Major cold shock protein	40493	40705	212
CJCOGG_05425	HTH-type transcriptional regulator	40986	41276	290
CJCOGG_05426	Uncharacterized protein YiaF	41710	42420	710
CJCOGG_05427	glyoxylate/hydroxypyruvate reductase GhrB	42470	43444	974
CJCOGG_05428	OmpA family lipoprotein	43548	44207	659
CJCOGG_05429	biotin sulfoxide reductase	44360	46693	2333
CJCOGG_05430	N-acetyltransferase	46662	47102	440
CJCOGG_05431	DNA-3-methyladenine glycosylase I	47099	47662	563
CJCOGG_05432	Uncharacterized protein YhjY	47820	48518	698
CJCOGG_05433	Uncharacterized MFS-type transporter YhjX	48747	49949	1202
CJCOGG_05434	long polar fimbria major subunit LpfA	50273	50797	524
CJCOGG_05435	long polar fimbrial biogenesis chaperone LpfB	50881	51567	686
CJCOGG_05436	outer membrane usher protein LpfC	51591	54122	2531
CJCOGG_05437	long polar fimbrial protein LpfD	54133	55188	1055
CJCOGG_05438	long polar fimbrial protein LpfE	55194	55718	524
CJCOGG_05439	kdo(2)-lipid A phosphoethanolamine 7''-transferase	55971	57662	1691
CJCOGG_05442	dipeptide ABC transporter substrate-binding protein DppA	58574	60181	1607
CJCOGG_05443	dipeptide ABC transporter permease DppB	60332	61351	1019
CJCOGG_05444	dipeptide ABC transporter permease DppC	61361	62263	902
CJCOGG_05445	dipeptide ABC transporter ATP-binding protein	62274	63257	983
CJCOGG_05446	dipeptide ABC transporter ATP-binding subunit DppF	63254	64258	1004
CJCOGG_05447	Inner membrane transport protein YhjV	64288	65559	1271
CJCOGG_05449	Hok/gef family	383	499	116
CJCOGG_05450	Large polyvalent protein-associated domain-containing protein	565	8946	8381
CJCOGG_05451	Unassigned protein	9016	10281	1265
CJCOGG_05452	Bacteriocin	10292	10543	251
CJCOGG_05453	Unassigned protein	10553	10999	446
CJCOGG_05454	DNA transfer protein	11002	11658	656
CJCOGG_05455	N-acetyltransferase	11752	12153	401
CJCOGG_05456	Small toxic polypeptide	12210	12350	140
CJCOGG_05457	Porin family protein	12583	13317	734
CJCOGG_05458	Transcriptional regulator	13408	14025	617
CJCOGG_05459	Outer membrane protein	14031	14309	278
CJCOGG_05460	DUF1983 domain-containing protein	14324	15592	1268
CJCOGG_05461	IgGFc-binding protein N-terminal domain-containing protein	15589	17280	1691
CJCOGG_05462	Phage tail fibre adhesin Gp38 N-terminal domain-containing protein	17448	17960	512
CJCOGG_05463	Phage tail fibre	18047	20239	2192
CJCOGG_05464	Phage protein	20236	20886	650
CJCOGG_05465	Phage protein	20886	21449	563
CJCOGG_05466	Phage protein	21433	21894	461
CJCOGG_05467	Capsid and scaffold protein	21944	22333	389
CJCOGG_05468	N4-gp56 family major capsid protein	22389	23603	1214
CJCOGG_05469	Phage protein	23627	24634	1007
CJCOGG_05470	WH2 domain-containing protein	24792	26936	2144
CJCOGG_05471	Large subunit terminase	26936	28642	1706
CJCOGG_05472	Terminase%2C small subunit (Partial)	28623	29429	806
CJCOGG_05473	Rha family transcriptional regulator	29722	30273	551
CJCOGG_05474	Lysis protein	30476	30904	428
CJCOGG_05475	Inner membrane protein	30916	31050	134
CJCOGG_05476	Antirepressor protein ant N-terminal domain-containing protein	31065	31634	569
CJCOGG_05477	SAR-endolysin	31908	32441	533
CJCOGG_05478	Holin	32446	32661	215
CJCOGG_05479	DUF826 domain-containing protein	32739	32984	245
CJCOGG_05480	DUF6645 domain-containing protein	33341	33922	581
CJCOGG_05481	type VI secretion system effector VgrG	1447	3555	2108
CJCOGG_05482	YncH family protein	4375	4587	212
